name,intercept,size (cm),weight (g),is_male,is_sick,age (y),max_speed (m/s)
Herbert der Weise,1,15.77117704408307,313.46929754044186,1,0,7.72441100931468,1.8925487986428555
Claudia die Lustige,1,18.612181935812345,297.38392468693263,0,0,6.9823558346008605,2.046004704433002
Kunigunde die Gefrässige,1,29.28498193606869,512.9433044044883,0,0,0.366597716443271,1.0906274261903492
Kasper der Haudegen,1,22.03202044882246,432.8020290988472,1,0,0.5138577705811465,1.4589211264577648
Gerda die Schnelle,1,24.88762378417177,422.2146322880513,0,0,2.034899038464389,2.1598328456859544
Mauro der Kuriose,1,10.899471622758634,208.6854993259826,1,1,6.744325617433445,2.318241119535015
Adalwolf der Faule,1,23.334701990671583,420.2579556535484,1,0,3.916460214213537,1.9044435780807845
Robert der Weise,1,26.340256751302416,351.4089908785144,1,0,7.973986956398168,1.2639161925197302
Petra die Gefrässige,1,19.76554981056848,441.08769670295584,0,0,3.025301034710691,1.3551213879783788
Kasper der Haudegen,1,14.87792841512892,276.4151182649789,1,1,1.6255024783244951,2.096781398781187
Mauro der Faule,1,14.276166162765977,347.60246514735235,1,0,1.793720246526893,1.581325383791428
Peter der Faule,1,27.388426162440787,483.20247016874737,1,1,2.3483095162971503,1.509039949277098
Petra die Sture,1,28.69791912143572,460.2381124797743,0,0,8.879233393834953,1.7113464972382264
Belinda die Schnelle,1,16.794530839563997,301.3068857794785,0,0,9.386675858892476,1.0946726504303743
Gerda die Gefrässige,1,20.65592551688663,241.2761702192039,0,1,9.060931673911648,1.4207646603191957
Gerda die Sture,1,16.091401171804183,339.92460087418056,0,0,6.720598663248269,1.851278499368356
