name,intercept,size (cm),weight (g),is_male,is_sick,age (y),max_speed (m/s)
Peter der Agile,1,18.29857296700376,339.74413401595405,1,0,8.257411225295822,1.8798381927534433
Herbert der Haudegen,1,21.743081277269294,420.11748284654266,1,0,4.428100011340646,1.3075895685954126
Hanlsli der Kuriose,1,14.664810276131021,227.1589842376327,1,0,9.485195902053464,1.8633607487383088
Herbert der Traurige,1,14.09246577722907,275.58181706409397,1,0,9.928471437201168,3.0648515867909936
Eva die Listige,1,22.99163790735862,374.50196965261455,0,0,1.7583823893461736,1.2547406029165216
Mauro der Haudegen,1,13.44912707658088,308.4523557976795,1,0,1.219029547122199,1.576802749693469
Sandra die Gefrässige,1,24.87324380209845,423.7662059400641,0,0,1.5059430320172351,1.8254049715069445
Robert der Agile,1,15.131386732292142,354.64496174534474,1,0,0.3303549028964825,2.251579022271856
Belinda die Lustige,1,29.66629975548726,572.2236260156654,0,0,0.7045166759260779,1.461981243459294
Mauro der Traurige,1,15.908683186475535,264.72994384665634,1,0,7.4998536131776214,2.0551334966059653
Hanlsli der Weise,1,22.238078600981705,405.8873677002056,1,0,5.764705731010135,2.411105478044791
Kasper der Weise,1,13.088146029524578,326.9235679569809,1,0,0.03268695271447242,1.5151094065299526
Herbert der Agile,1,22.234476422626408,371.98749247454936,1,0,3.6371196695680528,0.9292707188534783
Hanlsli der Kuriose,1,12.0398414610482,227.67299861038225,1,0,5.203032077863555,1.4386618389343553
Belinda die Schnelle,1,21.537780183114577,351.0204856910024,0,1,4.024900884844528,2.4910356284727255
Herbert der Weise,1,18.184806563789547,276.3725616876086,1,1,4.151912313588076,2.1180872553434016
Peter der Kuriose,1,15.915264842428329,310.2363200420446,1,0,6.945756440244342,2.6562261191897
Claudia die Gescheite,1,21.213743623864026,460.955773044844,0,0,3.2655112750361703,1.7607098332834867
Claudia die Sture,1,10.59487034109209,235.13691399406886,0,0,4.157465403769863,1.8432846953735074
Robert der Traurige,1,22.18434207129543,239.38834691253732,1,1,5.011911244807439,1.97718064297456
Sandra die Gefrässige,1,25.877169777824914,425.10695199439374,0,0,8.910960647770601,2.3509970749567874
Sandra die Schnelle,1,16.420616503580284,339.0100289644654,0,0,9.47137695397436,2.1328513914800458
Peter der Weise,1,22.178141749753152,385.73073758516773,1,0,0.6937911809260422,1.3220865658440366
Robert der Traurige,1,24.559117881304136,396.6508927168587,1,0,6.95486694620108,2.3672108304544484
Kunigunde die Schnelle,1,26.823538152174383,469.6821639326977,0,0,8.36567953634525,1.1093249411885568
Hanlsli der Agile,1,16.816409773507097,340.9364838725912,1,0,2.439689723455251,0.6773864877183655
Robert der Haudegen,1,13.52653925309781,239.46626323301058,1,0,4.741888910761334,2.8300891625976456
Adalwolf der Haudegen,1,21.49818747457104,376.14369262664263,1,0,3.5394647000108503,2.9820874699035977
Kasper der Weise,1,16.60260265160269,317.62470615867835,1,0,9.641686121260081,1.3839310630195008
Petra die Listige,1,12.552753814860118,249.61389837282601,0,0,3.2053265673256206,1.320577541589048
Claudia die Gefrässige,1,29.030853202059724,495.5076448906306,0,0,4.159936480152049,2.452496010304696
Herbert der Weise,1,17.80170419494457,366.1026123710575,1,0,4.692492439789011,1.6530502202738389
Belinda die Listige,1,11.395128795923931,174.79302361151807,0,0,8.233506440318157,1.2400486139942783
Herbert der Agile,1,21.162676361309863,229.40050206530424,1,1,7.759695567714439,2.95830642018883
Claudia die Lustige,1,10.65805736173207,189.22594455853118,0,1,3.7213864547778854,2.125071053084283
Eva die Gescheite,1,28.925344794477752,505.0200952775686,0,0,0.3409354342741189,2.7599894122769415
Hanlsli der Kuriose,1,21.227338251930075,332.1735205347539,1,0,4.980011536863,1.5873575289558168
Kunigunde die Listige,1,25.06714582090667,374.3682806195063,0,0,9.434570662077652,1.828683023671324
Herbert der Haudegen,1,20.41947571578604,314.94388452438994,1,0,8.171323871031564,1.562527169198409
Peter der Haudegen,1,19.037039816615625,345.8650122216189,1,0,6.910440747885732,2.255732902492901
Belinda die Gescheite,1,21.83748915904951,200.62978115681585,0,0,9.241376893052148,2.045861518223589
Adalwolf der Weise,1,14.610556860678635,265.95946746566744,1,0,9.935951018187021,2.34436887897676
Kasper der Weise,1,28.603632849945413,445.06782734553315,1,0,5.585404592206203,1.6789916954447976
Claudia die Schnelle,1,22.8715005309648,478.26978843420846,0,1,6.025082140351175,2.5749358049832787
Claudia die Lustige,1,20.022144875546918,431.3470210183727,0,0,1.8669149648692474,1.200975589422606
Belinda die Lustige,1,18.222034202323044,357.8366983022365,0,0,3.483478029052499,2.144835730773291
Gerda die Gescheite,1,11.014603211977727,374.50988977631647,0,0,1.3837134289659991,2.419880804932051
Kasper der Haudegen,1,13.00347424323095,285.23589810560486,1,0,0.6404318839902767,2.1070384637282484
Petra die Gefrässige,1,14.227976579223924,286.1887493202427,0,0,6.523935885878834,1.1002376110923364
Claudia die Sture,1,14.275887339448278,325.531230977672,0,0,4.658181872250962,2.1025750614839467
Gerda die Listige,1,18.501685416875404,237.2522877582771,0,1,6.286659980334717,0.9512161698297741
Herbert der Haudegen,1,24.866994495402153,406.47060273794426,1,0,4.950316000885536,2.1503002449865822
Eva die Schnelle,1,10.228183466481813,277.4760540649164,0,0,6.348431683961256,2.888229459969982
Belinda die Listige,1,26.535045431750483,423.03593698798466,0,0,1.5633678708153642,2.4400298722303995
Petra die Listige,1,27.89998171971189,488.9409845465818,0,0,1.616519491937125,1.4076235764111507
Claudia die Gefrässige,1,10.518985831412781,115.5859197752982,0,1,2.2031638297817957,2.32306964435088
Belinda die Schnelle,1,17.586929978479898,366.4200340730302,0,0,4.643461082246667,1.8226399576098413
Robert der Weise,1,12.744780089178834,292.2518081233126,1,0,1.9731660078248747,2.2160616475118777
Claudia die Schnelle,1,23.314720751172707,373.2904059714229,0,1,6.088915663540867,1.3919112947493677
Kunigunde die Listige,1,13.103817642842301,266.3292440981418,0,0,4.976450648052074,1.2835511852167298
Peter der Weise,1,23.693435972173425,407.22928037130856,1,0,8.976743707469165,2.370260780220885
Hanlsli der Weise,1,29.517060794504,506.08520517647275,1,0,9.618017005857775,2.6823522520486076
Kasper der Weise,1,28.534894109201026,381.474601976985,1,0,9.537258701339729,1.9076336292993994
Sandra die Listige,1,23.489967732757535,375.53600423568616,0,0,4.5532611992141785,2.1008928384847363
Adalwolf der Kuriose,1,23.49578143664329,263.1655584647227,1,1,7.462479801100702,2.574140439937352
Mauro der Traurige,1,13.051369753074834,299.26973564944177,1,0,2.4335932297987704,1.7381548233095843
Kasper der Kuriose,1,14.302773926095613,240.27435817460372,1,0,8.674623497859045,1.692644417271734
Gerda die Schnelle,1,22.45226989511675,421.52760202553543,0,0,9.551754218307808,1.2123154556498479
Eva die Lustige,1,23.47304605204549,344.3353525091032,0,0,0.5674577519886959,2.848631368619425
Robert der Haudegen,1,16.713410673621823,292.33077348987825,1,1,0.35482418999811305,1.8994994220256327
Peter der Haudegen,1,10.526295276747037,264.7110912686574,1,0,0.20189276494140707,1.341408585426512
Belinda die Schnelle,1,23.39612634069698,390.95879600984455,0,0,7.759244246989518,2.494481411191306
Eva die Sture,1,14.59290893527122,380.57023478417364,0,0,3.4492829964930194,2.7634727306008084
Kasper der Traurige,1,26.21563596270989,399.7834417897156,1,0,6.733037178503412,2.4759235138430578
Robert der Agile,1,17.291812372704122,403.9786834477627,1,0,5.136608635835431,2.960142334866135
Claudia die Lustige,1,23.34987048926284,413.2243159313765,0,0,0.14644112147664146,1.754875668051122
Sandra die Gescheite,1,14.764244243793014,227.25642010239895,0,1,4.879330795623488,1.2655214521719684
Peter der Weise,1,11.651421431379996,309.9130480014644,1,0,6.253283002176238,1.8486574761440147
Adalwolf der Kuriose,1,19.509617483614292,387.3359223436708,1,0,6.339401672119992,2.7486881863768122
Eva die Listige,1,13.283374919688114,275.0592846930955,0,0,5.422703850134858,2.54523473101367
Sandra die Sture,1,20.481295514367943,294.2853616758394,0,0,9.057430669330682,2.5261582781232867
Eva die Lustige,1,17.43890736550287,337.3065507346075,0,0,0.9660983294200565,2.288151265097417
Eva die Listige,1,23.092282119641613,382.3604878859346,0,0,8.095056523648692,2.2413143985766566
Peter der Haudegen,1,18.814484644859846,254.79618218859338,1,0,8.35473349840569,1.7204174277199549
Herbert der Haudegen,1,21.15229290025945,365.3633968102077,1,0,5.797481471991059,2.042367703446272
Eva die Sture,1,10.978782790485415,169.95213749814255,0,0,8.956790915272803,2.1626956009828313
Claudia die Gefrässige,1,16.59380345480111,262.13589408990873,0,0,1.0854116638657607,2.4989596876092732
Mauro der Faule,1,10.181333583613235,242.776354379509,1,0,3.6977391277381266,1.697169366080436
Peter der Faule,1,26.426862349168548,521.0287687666371,1,0,2.7778517970112193,1.9342373268516555
Kasper der Traurige,1,29.83553208635239,365.6768489009066,1,0,0.38354746734000633,1.388842114703342
Hanlsli der Weise,1,23.639355262894995,414.4220887754405,1,0,4.936334612201419,0.9386990147787615
Claudia die Listige,1,15.920163964416837,234.77662222547065,0,0,6.022444929586631,1.1974213794333894
Herbert der Faule,1,18.848715723568723,375.0954776542402,1,0,7.949045963577355,2.5542521533990046
Sandra die Listige,1,16.438718758690065,431.6692679983373,0,0,2.2227575608516483,2.3326799101891127
Petra die Gefrässige,1,12.486294647143561,294.99097762939516,0,0,4.401377446259139,2.21758501678507
Robert der Weise,1,25.03649356967582,533.7656358718544,1,0,0.5292911742702,1.6541480249905718
Eva die Lustige,1,25.21358109814068,450.62067501587103,0,0,2.694663896672896,1.4467256951880545
Mauro der Agile,1,11.692466218175472,159.21108917551874,1,0,8.567204003346278,2.062351081503519
Kasper der Agile,1,29.227239218058866,387.9085357040654,1,0,3.5016330807913953,2.4318155639272847
Belinda die Lustige,1,27.425002367624902,387.6521371118778,0,0,9.634923330952288,2.3235524997709094
Sandra die Sture,1,18.36872070647594,314.7708206968063,0,0,4.103344841982411,2.146616852707464
Herbert der Agile,1,27.336566329741462,379.9616965163475,1,0,1.056295061145659,2.0367430398540662
Adalwolf der Kuriose,1,23.62655079569007,542.7244742475098,1,0,1.4021322160243088,3.6971292457244003
Eva die Listige,1,29.319890305488975,381.2161337910893,0,0,9.008925452092356,2.039477884892239
Petra die Schnelle,1,26.740431105803246,428.64354727691943,0,0,8.185324789280832,2.469180565192132
Belinda die Sture,1,16.73008736375627,353.69559543581016,0,0,2.8125180397413576,1.8660316402988453
Robert der Kuriose,1,22.39050710942695,367.68395573251496,1,0,8.396265526777242,2.485860108361293
Robert der Traurige,1,22.74175621038342,372.9256030715817,1,0,9.854548585951772,2.085039716949713
Kunigunde die Listige,1,29.16580127553689,459.1075204956748,0,0,3.9990288369698512,1.8874860694553401
Sandra die Lustige,1,13.696547806857698,303.0463408209348,0,0,0.6689510364756779,2.0767604795859667
Petra die Listige,1,26.988060538260182,432.39452046032346,0,0,9.676678291513992,1.3648129205812811
Petra die Listige,1,12.401558369450195,387.87529261293145,0,0,1.6287092354639299,2.636774035872495
Robert der Traurige,1,25.22408952762795,433.7017698085633,1,0,8.018307770716033,1.3322989440158386
Peter der Haudegen,1,11.667402181806885,170.81703608321112,1,1,3.828933542549655,2.154868070815574
Herbert der Agile,1,25.15158349023234,378.67816541117463,1,0,2.5281784760544888,1.4068400737181181
Peter der Kuriose,1,17.169766842826043,145.65408747235153,1,1,0.9550801665305064,1.4613019841859842
Adalwolf der Agile,1,22.389781342451563,446.53093700199753,1,0,1.1068506142316648,1.6852053560806857
Hanlsli der Traurige,1,11.693578393210245,250.19296245459844,1,0,7.9378399922150855,1.1111290724263323
Sandra die Gescheite,1,25.828078592378567,368.9921285187193,0,1,3.139094364552988,1.946987451543609
Gerda die Sture,1,17.06831226264988,380.4184256569977,0,0,1.2028268288903754,2.6945755992113254
Kasper der Kuriose,1,27.705400260319596,490.65715730331124,1,0,6.711742054746036,1.5859194678940245
Herbert der Weise,1,29.593207202368532,492.54442474277306,1,0,5.547828785279925,2.526436817760656
Sandra die Schnelle,1,25.161895730360747,409.75489870284605,0,0,6.865113569124446,1.6001375036798844
Eva die Sture,1,29.010857813305147,504.46284370928635,0,0,5.947149333104397,1.868348434659149
Sandra die Listige,1,11.26998204571095,226.8097360718846,0,0,5.265362973296427,1.4971919344940612
Kunigunde die Gescheite,1,21.30920400097908,410.46912315483223,0,0,0.18046415757955403,1.8925107844747693
Sandra die Gefrässige,1,22.883170432538904,471.3920116602925,0,0,2.4610321463927685,1.516254803971218
Eva die Sture,1,24.10491217556938,405.2734625369419,0,0,5.750087521754472,1.448060731032148
Kasper der Traurige,1,18.759201092384938,479.7831076430079,1,0,5.480699168216785,3.7085491290791355
Kasper der Haudegen,1,10.03841096377942,299.97649495395933,1,0,5.7654798680138875,1.5643841429806058
Petra die Schnelle,1,28.757513062213288,501.8674817514045,0,0,4.854358127848569,1.377327166294258
Belinda die Listige,1,18.706708118495726,268.96262882345724,0,0,9.722868944671202,1.1074419391708403
Kunigunde die Listige,1,11.323380836989713,291.1585679355621,0,0,1.5903383425549833,1.8572000268633488
Belinda die Schnelle,1,25.259122972003386,486.9147274634748,0,0,0.6422913412716347,1.6584593676950483
Hanlsli der Faule,1,12.639491776904887,216.18287302749724,1,1,5.803465708252922,1.6109305556121072
Adalwolf der Traurige,1,13.628711193117962,240.46692608142803,1,0,7.420041881688557,2.555262295355651
Belinda die Listige,1,19.8406081448128,406.9267697553756,0,0,5.829312393459033,1.2106655668082285
Hanlsli der Kuriose,1,29.745844552631315,536.6231009132276,1,0,7.907672340287773,2.5330575524723136
Adalwolf der Kuriose,1,20.240749178231706,281.063108647809,1,0,9.672399584188403,1.7422211425103065
Petra die Sture,1,16.643534628765792,352.81284610748384,0,0,8.060324577245567,2.0562206981030964
Peter der Weise,1,10.932365955756588,230.96075424986353,1,0,8.36059771752279,1.8051863758295825
Kasper der Faule,1,13.030814562294008,323.94945123270463,1,0,5.668344190350069,1.1728554825709256
Kasper der Agile,1,24.692439595669118,591.0793271925158,1,0,8.635208013897842,2.4323672288566387
Kunigunde die Sture,1,26.186840102188473,491.00170444225614,0,0,7.698866726932318,1.9642639904950951
Kunigunde die Listige,1,21.34266577618576,389.06635454747646,0,0,7.302903325620874,1.7212411696180074
Peter der Traurige,1,10.59571630797639,236.22265217841283,1,0,1.60562089919144,2.184389270713754
Mauro der Agile,1,19.472629916279033,338.15462648580586,1,0,3.4814291900566974,2.451376427910115
Petra die Lustige,1,15.382372462677452,272.08114439364124,0,0,8.783401570352714,1.6721357508272359
Herbert der Agile,1,12.905359298501658,237.00777260441163,1,0,5.213064355167924,2.0553423691813633
Petra die Listige,1,16.26526604244713,343.7442505122189,0,0,1.687770226689147,0.9226677469534339
Gerda die Schnelle,1,13.82179226342898,272.2654193728214,0,0,7.891315851795923,1.4245531241936868
Hanlsli der Agile,1,17.99335564318918,476.78594451398607,1,0,0.044464902114312865,1.0469396771665798
Kunigunde die Schnelle,1,19.47260649405077,313.13897616282696,0,0,5.936568684305653,1.7564303721704355
Sandra die Schnelle,1,17.657093787061726,378.8212929717508,0,0,6.180709335873054,1.6555955475102282
Peter der Kuriose,1,27.596711257170277,455.6339995665879,1,0,3.8263417131548225,1.1794976958872994
Mauro der Kuriose,1,14.257162061672004,349.9365214474227,1,0,1.4900173987306586,1.832028945836647
Hanlsli der Weise,1,27.666583528197936,408.22171113445177,1,0,7.387109748349992,1.753871624786491
Claudia die Schnelle,1,10.82597126249846,210.71414047176754,0,0,7.096915933451386,1.4091417318364279
Herbert der Kuriose,1,24.628292799208808,509.7968447000735,1,0,7.963658933520007,2.1202031796849488
Mauro der Haudegen,1,14.563244822661316,366.7790614840808,1,0,6.772261208459746,1.4442546682156094
Mauro der Weise,1,25.802830753752716,423.6189631310027,1,0,7.78973306796053,2.227957658637195
Petra die Gefrässige,1,16.825548344740678,362.647884420035,0,0,9.255430200507874,0.9944727235006856
Kasper der Traurige,1,12.758361098853932,246.4547629160109,1,0,7.818870622854651,2.117949496454701
Eva die Listige,1,22.87263961343376,358.21833192588065,0,0,1.4479139556268328,2.1028165781671353
Adalwolf der Traurige,1,17.924611222974452,311.8727161171266,1,0,5.882382919470414,2.368883417048238
Adalwolf der Traurige,1,28.88756990756806,572.3290361064215,1,0,0.6208621981967322,2.214103037324645
Adalwolf der Traurige,1,12.830150492123922,257.07873028747275,1,0,8.368634873642414,2.655565507804819
Adalwolf der Agile,1,28.648568023996937,505.24223222142786,1,0,3.358020330380116,2.260468092979315
Claudia die Listige,1,24.362334589891578,360.17592189949505,0,0,3.624227422118853,1.6475560665613522
Sandra die Sture,1,18.72337254205463,368.77238010352073,0,0,7.33972897311392,0.919839282691765
Claudia die Gefrässige,1,16.69949212902543,241.84244816844688,0,0,4.443143846315793,2.0288012788464904
Robert der Traurige,1,13.12337619382216,328.178454515381,1,0,5.38495282928441,1.7883875861394365
Mauro der Weise,1,24.985266472236106,362.15665802028855,1,0,2.2817245738016734,1.21263671786143
Robert der Faule,1,16.16463187281542,381.2093412427881,1,0,0.634983705204325,2.5127505845919655
Petra die Gescheite,1,15.640130973561545,236.07311613319206,0,0,8.194867229420442,1.9574285294316052
Herbert der Faule,1,13.594362441727153,286.80283236341944,1,0,3.024310579622216,2.235439479021256
Peter der Traurige,1,14.821529154050278,321.6194630951867,1,0,1.3134743045556607,2.3904060204184976
